School_ID,SCHOOL NAME,City,State,Zip,Phone,Student_Count_Total,Student_Count_Low_Income,Student_Count_English_Learners,Dress_Code,College_Enrollment_Rate_School,Graduation_Rate_School,Overall_Rating,Transportation_Bus,Transportation_El,Transportation_AmTrack,School_Hours
2782,NEW YORK INSTITUTE OF TECHNOLOGY,OLD WESTBURY,NY,11568,7735345262,641,552,226,Y,,,Level 1+,,,,08:00 AM-03:00 PM
2785,NEW YORK UNIVERSITY,NEW YORK,NY,10012,7735346670,308,301,1,Y,,,Level 1,"20, 52, 126, 7, 82","Blue, Green",,08:45 AM-03:45 PM
2788,NIAGARA UNIVERSITY,NIAGARA UNIVERSITY,NY,14109,7735340590,333,297,174,Y,,,Level 1,78,Brown,,07:45 AM-02:45 PM
2790,NYACK COLLEGE,NYACK,NY,10960,7735343200,1370,1263,75,N,66.4,88.2,Level 1+,"65, 74, 85",,Milwaukee District West (MD-W),8:45 AM - 3:53 PM
2791,PACE UNIVERSITY - NEW YORK,NEW YORK,NY,10038,7735351308,455,423,90,Y,,,Level 2+,"8, 43, 44",Red,,07:45 AM-02:45 PM
B42154,GRACE SCHOOL OF THEOLOGY,CONROE,TX,77384,7735343070,1158,1102,626,Y,,,Level 1,"54, 73",,,08:00 AM-03:00 PM
E00673,REMINGTON COLLEGE - FT. WORTH CAMPUS,FT. WORTH,TX,76112,7735357252,787,770,364,Y,,,Level 2+,"52, 60",,,08:00 AM-03:00 PM
E00711,INTERACTIVE LEARNING SYSTEMS,HOUSTON,TX,77081,7735346200,881,856,46,Y,,,Level 1,"72, 85, 91",,,08:30 AM-03:30 PM
E00819,SOUTHERN CAREERS INSTITUTE-PHARR,PHARR,TX,78577,7735349190,1479,1261,375,Y,,,Level 1+,"8, 44, 31",Orange,,07:45 AM-02:45 PM
E00820,SOUTHERN CAREERS INSTITUTE - CORPUS CHRI,CORPUS CHRISTI,TX,78414,7735353800,153,153,0,Y,46.4,39.4,Level 3,"8, 24, 67, 169","Brown, Red",,8:00 AM - 3:09 PM
E00821,SOUTHERN CAREERS INSTITUTE - SAN ANTONIO,SAN ANTONIO,TX,78221,7735350730,582,545,2,Y,,,Level 1+,,,,8:00 AM-3:00 PM
E00978,KAPLAN COLLEGE - BEAUMONT,BEAUMONT,TX,77706,7735348980,398,395,18,Y,,,Level 1+,"54, 70",,,7:30 AM-2:30 PM
E01008,VIRGINIA COLLEGE - VIRGINIA COLLEGE AT A,AUSTIN,TX,78723,7735347375,285,274,128,Y,,,Level 1,"8, 18, 62",,BNSF Railway (BNSF),9:00 AM-4:00 PM
E01009,KAPLAN COLLEGE - LAREDO,LAREDO,TX,78041,7735351996,515,414,2,Y,,,Level 2+,47,,Metra Electric District (ME),08:15 AM-03:15 PM
E01021,KAPLAN COLLEGE - CAREER CENTERS OF TEXAS,CORPUS CHRISTI,TX,78416,7735353151,320,258,0,Y,,,Level 2+,"8A, 9, 95W, 108, 112",Red,,07:45 AM-02:45 PM
E01023,KAPLAN COLLEGE - BROWNSVILLE,BROWNSVILLE,TX,78521,7735341390,824,798,406,Y,,,Level 1+,"53, 60",Pink,,08:00 AM-03:00 PM
E01027,KAPLAN COLLEGE - MCALLEN,MCALLEN,TX,78503,7735341880,829,810,396,Y,,,Level 1,"60, 82",,,08:00 AM-03:00 PM
E01030,INTERACTIVE LEARNING SYSTEMS,HOUSTON,TX,77060,7735345108,279,267,54,Y,,,Level 1+,,Brown,,08:00 AM-03:00 PM
E01051,AMERICAN INTERCONTINENTAL UNIV - HOUSTON,HOUSTON,TX,77042,7735342040,1047,905,480,Y,,,Level 1,"22, 36, 151, 155",Red,,08:15 AM-03:15 PM
E01057,KAPLAN COLLEGE - LUBBOCK,LUBBOCK,TX,79401,7735356210,777,687,224,Y,,,Level 1+,,,,08:00 AM-03:00 PM
E01104,KAPLAN COLLEGE - CAREER CENTERS OF TEXAS,FORT WORTH,TX,76103,3127995870,932,774,219,Y,,,Level 1,"9, 72",Red,,7:50 AM-4:00 PM
E01173,REMINGTON COLLEGE - NORTH HOUSTON CAMPUS,HOUSTON,TX,77067,7735354540,767,755,401,Y,,,Level 1,"39, 94",,,08:00 AM-03:00 PM
E01195,TEXAS SCHOOL OF BUSINESS - FRIENDSWOOD C,FRIENDSWOOD,TX,77546,7735348310,354,299,123,Y,,,Level 1+,"37, 70, 156, 66","Blue, Brown, Red",,08:45 AM-03:45 PM
E01258,INTERNATIONAL ACADEMY OF DESIGN & TECHNO,SAN ANTONIO,TX,78229,7735349050,565,464,245,Y,,,Level 1+,,,,07:45 AM-02:45 PM
E01300,SOUTH TEXAS VOCATIONAL TECHNICAL INSTITU,BROWNSVILLE,TX,78520,7735359050,360,352,49,Y,,,Level 1,"9, 55","Green, Orange, Red",,9:00 AM - 4:00 PM
E01301,SOUTHWEST SCHOOL OF BUSINESS AND TECHNIC,MCALLEN,TX,78501,7735353000,281,266,4,Y,,,Inability to Rate,"29, 87",Red,,08:45 AM-03:45 PM
E01320,EVEREST COLLEGE - DALLAS,DALLAS,TX,75206,7735347675,356,235,137,Y,,,Level 2,"9, 18",Pink,,07:45 AM-02:45 PM
E01322,EVEREST INSTITUTE - BISSONNET,HOUSTON,TX,77036,7735341680,288,284,6,Y,,,Level 2,21,Pink,,08:45 AM-03:45 PM
E01338,EVEREST COLLEGE - ARLINGTON,ARLINGTON,TX,76011,7735351687,397,381,2,Y,,,Level 2+,"3, 4, 43",Green,,08:45 AM-03:45 PM
E01340,EVEREST INSTITUTE - HOUSTON GREENSPOINT,HOUSTON,TX,77060,7734340202,492,441,10,Y,,,Level 2+,"9, 63",Green,,7:30 am-3:10 pm
E01341,EVEREST INSTITUTE - HOUSTON HOBBY,HOUSTON,TX,77087,7735342395,872,630,221,N,,,Level 1+,"11, 93","Brown, Purple",,8:45 AM - 3:45 PM
E01343,EVEREST INSTITUTE- AUSTIN,AUSTIN,TX,78754,3122431550,425,402,24,N,7.4,,Level 2,,,,
E01378,INSTITUTE FOR BUSINESS & TECHNOLOGY - LA,SAN ANTONIO,TX,78230,7735353050,262,240,1,Y,,,Level 2+,"8, 63","Green, Orange",,07:45 AM-02:45 PM
E01598,MEDIATECH INSTITUTE - AUSTIN,AUSTIN,TX,78704,7735844300,277,265,2,N,,,Level 1+,,,,
E01599,MEDIATECH INSTITUTE - HOUSTON,HOUSTON,TX,77042,7735357000,801,724,443,Y,,,Level 1,39,,,08:15 AM-03:15 PM
E01600,FORTIS COLLEGE - FORTIS INSTITUTE,GRAND PRAIRIE,TX,75050,7735352350,1032,1014,236,Y,,,Level 1+,"53A, 79",,,08:00 AM-03:00 PM
E01618,COMPUTER CAREER CENTER - AMARILLO CAMPUS,AMARILLO,TX,79101,7735350940,245,241,0,Y,,,Level 1+,"28, X28, 71",,Metra Electric District (ME),08:30 AM-03:30 PM
E01648,COMPUTER CAREER CENTER - LUBBOCK CAMPUS,LUBBOCK,TX,79414,7735344340,496,452,140,Y,,,Level 1,"49, 52, 73",Blue,,08:00 AM-03:00 PM
E01653,SOUTH TEXAS VOCATIONAL TECHNICAL INSTITU,CORPUS CHRISTI,TX,78416,7735488705,377,370,21,Y,56.3,68.8,Level 2,"15, 29, 55","Brown, Purple, Red",,7:40 AM-3:22 PM
E01688,SOUTHERN CAREERS INSTITUTE - BROWNSVILLE,BROWNSVILLE,TX,78520,7735346811,473,425,1,Y,,,Level 2,52,Green,,08:45 AM-03:45 PM
E01689,SOUTHERN CAREERS INSTITUTE - HARLINGEN,HARLINGEN,TX,78550,7735348110,825,159,118,N,,,Level 1,"22, 36, 156, 151",Red,,8:30 AM-3:30 PM
E01845,KAPLAN COLLEGE - ARLINGTON,ARLINGTON,TX,76010,7735359330,264,153,6,Y,,,Level 1,52A,,SouthWest Service (SWS),7:30 AM-2:30 PM
E01874,EVEREST COLLEGE - FORT WORTH SOUTH,FORT WORTH,TX,76115,7735344290,762,757,207,Y,,,Level 1,"65, 70",,,08:15 AM-03:15 PM
E02074,UTAH COLLEGE OF MASSAGE THERAPY - TEXAS,RICHARDSON,TX,75801,7735345055,1043,883,361,Y,,,Level 1+,78,,,08:15 AM-03:15 PM
E02094,VISTA COLLEGE - BEAUMONT,BEAUMONT,TX,77701,7735359288,750,726,252,Y,,,Level 2+,"49, 59, 94",,,08:00 AM-03:00 PM
E02095,VISTA COLLEGE - LONGVIEW,LONGVIEW,TX,75604,7735358850,1049,1011,188,Y,,,Level 1,"53A, 55",Orange,,08:15 AM-03:15 PM
E02098,TEXAS BARBER COLLEGES & HAIRSTYLING SCHO,DALLAS,TX,75228,7735342150,1423,1284,474,Y,,,Level 1+,96,Red,Union Pacific North (UP-N),07:45 AM-02:45 PM
E02099,TEXAS BARBER COLLEGES & HAIRSTYLING SCHO,DALLAS,TX,75241,7735342220,506,498,217,Y,,,Level 2+,"22, 97, 201, 206","Purple, Red, Yellow",,08:00 AM-03:00 PM
E02100,TEXAS BARBER COLLEGES & HAIRSTYLING SCHO,HOUSTON,TX,77009,7732985800,199,188,2,Y,,,Level 2+,"111, 108, 8A",Red,,8:15 AM - 4:00 PM
E02134,UTAH COLLEGE OF MASSAGE THERAPY - TEXAS,HOUSTON,TX,77040,7735347460,102,87,42,N,,,Inability to Rate,"9, 20","Green, Pink",,7:45 AM - 2:45 PM
E02135,SOUTH UNIVERSITY - AUSTIN,AUSTIN,TX,78729,7735354900,1985,1888,463,N,55.1,77.8,Level 2+,"39, 62, 94",Orange,,7:30 AM - 2:45 PM
E02158,VISTA COLLEGE - KILLEEN,KILLEEN,TX,76541,7735343455,734,689,316,Y,,,Level 1,76,Blue,,08:30 AM-03:30 PM
E02174,SOUTHERN CAREERS INSTITUTE - SAN ANTONIO,SAN ANTONIO,TX,78238,7735345191,1050,990,536,N,,,Level 1+,"81, 82, 93",Brown,,08:15 AM-03:15 PM
E02177,PCI HEALTH TRAINING CENTER - RICHARDSON,RICHARDSON,TX,75081,7735342390,607,406,142,Y,,,Level 1+,"49, 49B, 50, 92","Blue, Orange, Red",,08:45 AM-03:45 PM
E02191,MYCOMPUTERCAREER.COM - DALLAS,IRVING,TX,75062,7735352671,357,196,82,N,,,Inability to Rate,,,,9:10 AM-3:10 PM
E02192,MYCOMPUTERCAREER.COM - HOUSTON,HOUSTON,TX,77056,7734983355,661,643,143,N,,,Level 1,,,,
E40388,VISTA COLLEGE - COLLEGE STATION,COLLEGE STATION,TX,77840,7735359222,1080,1040,589,Y,,,Level 1,"49, 55",,,07:45 AM-02:45 PM
E40436,FLORIDA CAREER COLLEGE - UEI COLLEGE - H,HOUSTON,TX,77090,7735350570,341,338,1,Y,,,Level 1,"4, 5, 63, 67","Green, Red",,8:15 AM-3:15 PM
G03544,AUSTIN PRESBYTERIAN THEOLOGICAL SEM,AUSTIN,TX,78705,7733498200,178,164,39,N,,,Inability to Rate,,,,
G03562,DALLAS THEOLOGICAL SEM,DALLAS,TX,75204,7735341189,588,336,136,Y,,,Level 1+,"56A, 68",Blue,,08:00 AM-03:00 PM
G03566,EPISCOPAL THEOLOGICAL SEMINARY OF THE SO,AUSTIN,TX,78705,7735357280,477,466,187,Y,,,Level 1+,"21, 49",Pink,,08:00 AM-03:00 PM
G03595,OBLATE SCHOOL OF THEOLOGY,SAN ANTONIO,TX,78216,7735352255,854,805,219,Y,,,Level 1+,"53A, 63",Orange,,08:15 AM-03:15 PM
G04977,SOUTH TEXAS COLLEGE OF LAW,HOUSTON,TX,77002,7735344425,588,587,147,Y,,,Level 1+,70,,,8:45 AM - 3:45 PM
G23202,HOUSTON GRADUATE SCHOOL OF THEOLOGY,HOUSTON,TX,77035,7735345725,500,188,31,N,,,Level 1,"76, 11","Blue, Brown, Purple, Red",,7:45 AM - 2:45 PM
G41527,ASTRODOME CAREER CENTERS,HOUSTON,TX,77054,7735350457,1003,968,512,Y,,,Level 1,"52A, 52, 55",Orange,,08:15 AM-03:15 PM
3537,ABILENE CHRISTIAN UNIVERSITY,ABILENE,TX,79699,7735354836,302,286,51,Y,,,Level 1,"9, 35",,,08:00 AM-03:00 PM
3539,ALVIN COMMUNITY COLLEGE,ALVIN,TX,77511,7735359270,1272,1217,560,Y,,,Level 1+,"49, 51, 94",,,08:00 AM-03:00 PM
3540,AMARILLO COLLEGE,AMARILLO,TX,79109,7735356430,799,717,253,Y,,,Level 1,71,Red,,07:45AM-02:45PM
3541,ANGELO STATE UNIVERSITY,SAN ANGELO,TX,76909,7735345223,557,440,179,Y,,,Level 2+,"82, 152",Blue,,08:00 AM-03:00PM
3543,AUSTIN COLLEGE,SHERMAN,TX,75090,7739359925,0,0,0,Y,14.7,6.7,Inability to Rate,,"Blue, Red",,830 am - 308pm
3545,BAYLOR UNIVERSITY,WACO,TX,76798,7735345060,547,523,294,Y,,,Level 1,"78, 82",,,08:15 AM-03:15 PM
3546,COASTAL BEND COLLEGE,BEEVILLE,TX,78102,7735356600,646,638,12,Y,,,Level 2,79,,Metra Electric District (ME),08:45 AM-03:45 PM
3549,BLINN COLLEGE,BRENHAM,TX,77833,7735346361,638,619,6,Y,,,Level 1,85,Green,,08:15 AM-03:15 PM
3553,CISCO JUNIOR COLLEGE,CISCO,TX,76437,7735350980,279,259,5,Y,,,Level 2,"2, 4, 15, 172",,,07:45 AM-02:45 PM
3554,CLARENDON COLLEGE,CLARENDON,TX,79226,7735341402,291,265,193,Y,,,Level 1,"60, 94",Blue,,8:00 AM-3:00 PM
3556,COMMONWEALTH INST OF FUNERAL SVC,HOUSTON,TX,77090,7735345525,546,227,50,N,,,Level 1+,"78, 145",Brown,,08:45 AM-03:45 PM
3557,CONCORDIA UNIVERSITY TEXAS,AUSTIN,TX,78726,7735356225,353,341,5,Y,,,Level 1,"4, 5, 95E, 100",,Metra Electric District (ME),8:45 AM-3:45 PM
3558,NORTH CENTRAL TEXAS COLLEGE,GAINESVILLE,TX,76240,3129495010,173,172,0,N,12.5,,Level 2+,,,,
3560,DALLAS BAPTIST UNIVERSITY,DALLAS,TX,75211,7735345440,1290,1027,63,N,65.7,91.2,Level 1,"9, 80, X9","Blue, Brown, Green, Orange, Pink, Purple, Red",,7:45AM - 3:00PM
3563,DEL MAR COLLEGE,CORPUS CHRISTI,TX,78404,7735341201,734,167,75,N,,,Level 1+,"64, 90",Blue,,8:00AM - 3:00PM
3564,EAST TEXAS BAPTIST UNIVERSITY,MARSHALL,TX,75670,7735350801,193,185,1,Y,,,Level 1,"5, 67",,Metra Electric District (ME),08:30 AM-03:30 PM
3565,TEXAS A&M UNIVERSITY - COMMERCE,COMMERCE,TX,75429,7735345790,430,371,120,Y,,,Level 1+,"78, 22","Brown, Red",,07:30 AM-02:30 PM
3568,FRANK PHILLIPS COLLEGE,BORGER,TX,79008,7735341620,616,598,137,Y,,,Level 2,"60, 82",,,08:30 AM-03:30 PM
3570,GRAYSON COUNTY COLLEGE,DENISON,TX,75020,7735345750,879,146,65,Y,,,Level 1+,9,,,08:00 AM-03:00 PM
3571,HARDIN-SIMMONS UNIVERSITY,ABILENE,TX,79698,7735348456,358,355,3,Y,,,Level 2+,"9, 11, 72","Brown, Purple",,08:30 AM-03:30 PM
3572,TRINITY VALLEY COMMUNITY COLLEGE,ATHENS,TX,75751,7735346800,601,586,7,Y,,,Level 1,"20, 85, 91, 126","Blue, Green",,07:30 AM-02:30 PM
3573,HILL COLLEGE,HILLSBORO,TX,76645,7735352680,403,397,0,Y,,,Level 2+,9,,Rock Island District (RI),08:00 AM-03:00 PM
3574,HOWARD COUNTY JUNIOR COLLEGE DISTRICT,BIG SPRING,TX,79720,7735342960,969,865,372,Y,,,Level 2+,"85, 91",Blue,,08:25 AM-03:45 PM
3575,HOWARD PAYNE UNIVERSITY,BROWNWOOD,TX,76801,7735345000,1178,1129,324,Y,38,66.9,Level 2,"78, 81, 82",Brown,,7:45 AM-3:00 PM
3576,HOUSTON BAPTIST UNIVERSITY,HOUSTON,TX,77074,7735355375,179,166,3,Y,,,Level 1+,"34, 111, 119",Red,Metra Electric District (ME),08:30 AM-03:30 PM
3577,HUSTON - TILLOTSON UNIVERSITY,AUSTIN,TX,78702,7733428022,162,153,11,N,19.1,,Level 1,,,,
3578,UNIVERSITY OF THE INCARNATE WORD,SAN ANTONIO,TX,78209,7735341300,826,816,216,Y,37.8,65.3,Level 2,"21, 52, 82",Pink,,9:00 AM - 4:08 PM
3579,JACKSONVILLE COLLEGE,JACKSONVILLE,TX,75766,7732520970,532,523,120,Y,,,Level 2+,,,,8:00 AM-3:30 PM
3580,KILGORE COLLEGE,KILGORE,TX,75662,7735341180,626,214,66,Y,,,Level 1,86,Blue,"Milwaukee District North (MD-N), Union Pacific Northwest (UP-NW)",07:45 AM-02:45 PM
3581,LAMAR UNIVERSITY-BEAUMONT,BEAUMONT,TX,77710,7735356585,478,476,55,Y,,,Level 2+,"5, 26, 71",Red,Metra Electric District (ME),8:30 AM-3:30 PM
3582,LAREDO COMMUNITY COLLEGE,LAREDO,TX,78040,7735357200,505,457,130,Y,,,Level 1+,"8, 62","Orange, Red",,08:20 AM-03:20 PM
3583,LEE COLLEGE,BAYTOWN,TX,77520,7735343420,1762,1605,313,Y,50.1,72.5,Level 2+,"56, 152",Blue,Milwaukee District North (MD-N),7:45 AM - 2:56 PM
3584,LETOURNEAU UNIVERSITY,LONGVIEW,TX,75607,7735359120,251,242,9,Y,,,Level 1+,9,,,07:45 AM-02:45 PM
3586,LUBBOCK CHRISTIAN UNIVERSITY,LUBBOCK,TX,79407,7735341690,443,435,0,Y,,,Level 1,"18, 82",,,08:30 AM-03:30 PM
3588,UNIVERSITY OF MARY HARDIN-BAYLOR,BELTON,TX,76513,7735350440,1650,1563,535,Y,,,Level 1,"51, 52, 52A",Orange,,8:00 AM-3:00 PM
3590,MCLENNAN COMMUNITY COLLEGE,WACO,TX,76708,7735340820,446,421,6,Y,,,Level 1,,,,7:50 am-4:00 pm
3591,MCMURRY UNIVERSITY,ABILENE,TX,79697,7735353394,493,489,13,Y,,,Level 2+,"8, 67",,,08:45 AM-03:45 PM
3592,MIDWESTERN STATE UNIVERSITY,WICHITA FALLS,TX,76308,7735350530,647,521,2,Y,,,Level 1,"59, 63",,Metra Electric District (ME),08:45 AM-03:45 PM
3593,NAVARRO COLLEGE,CORSICANA,TX,75110,7732760620,191,184,14,N,22.2,,Level 2+,,,,
3594,UNIVERSITY OF NORTH TEXAS,DENTON,TX,76203,7735341000,3248,1740,194,N,63,85.2,Level 1,"68, 86",Blue,Union Pacific Northwest (UP-NW),7:45 a.m. - 3:03 p.m.
3596,ODESSA COLLEGE,ODESSA,TX,79764,7737528101,611,505,1,Y,80.4,76.3,Level 1,"63, 6",Green,Metra Electric District (ME),8:00 AM-3:40 PM
3598,OUR LADY OF THE LAKE UNIVERSITY,SAN ANTONIO,TX,78207,7735343520,1231,1099,325,Y,,,Level 1,"80, 152",,,8:00 AM-3:00 PM
3599,UNIVERSITY OF TEXAS - RIO GRANDE VALLEY,EDINBURG,TX,78539,7735347650,325,314,98,Y,,,Level 1,"18, 21, 60",,,08:00 AM-03:00 PM
3600,PANOLA COLLEGE,CARTHAGE,TX,75633,7735352410,867,781,27,N,58.3,84.6,Level 1,"53A, 55, 59",Orange,,8:15am - 3:30pm
3601,PARIS JR COLLEGE,PARIS,TX,75460,7735359015,509,501,18,Y,,,Level 2+,"48, 75",Orange,,08:00 AM-03:00 PM
3602,PAUL QUINN COLLEGE,DALLAS,TX,75241,7735359280,1062,1005,310,Y,,,Level 1,"52, 52A, 55, 59",Orange,,08:00 AM-03:00 PM
3603,RANGER COLLEGE,RANGER,TX,76470,7735355600,628,577,169,Y,,,Level 1,,,,8:00 am-3:00 pm
E00555,ANTIOCH UNIV/SEATTLE,SEATTLE,WA,98121,7735344970,832,791,127,N,46.2,,Level 1+,73,,,07:45 AM-02:45 PM
E01257,INTERNATIONAL ACADEMY OF DESIGN & TECH,SEATTLE,WA,98188,7735356404,167,159,1,Y,,,Level 2+,"28, X28, 87",Red,,7:45 AM-2:45 PM
E01311,EVEREST COLLEGE - EVERETT,EVERETT,WA,98208,7735353100,148,147,0,Y,40.5,36.1,Level 3,,"Blue, Green",Metra Electric District (ME),9:00 AM - 4:08 PM
E01312,EVEREST COLLEGE - TACOMA,TACOMA,WA,98402,7735353260,448,429,0,Y,,,Level 2+,"9, 48",,,08:45 AM-03:45 PM
E40419,BEAUTY INSTITUTE SCHWARZKOPF PROFESSIONA,BELLINGHAM,WA,98225,7735356300,259,251,3,Y,,,Level 2+,"28, 28X, 87",,,07:45 AM-02:45 PM
G31108,BAKKE GRADUATE UNIVERSITY,SEATTLE,WA,98104,7735352425,686,432,97,Y,,,Level 1+,"55N, 55A, 62",Orange,,07:30AM-02:30 PM
G32803,SEATTLE INST OF ORIENTAL MEDICINE,SEATTLE,WA,98115,7735351480,411,409,6,Y,,,Level 2,47,Red,,7:30 AM- 2:30 PM
G34664,SEATTLE SCHOOL OF THEOLOGY AND PSYCHOLOG,SEATTLE,WA,98121,7735351732,358,318,63,Y,,,Level 1+,"35, 44","Orange, Red",,07:45 AM-02:45 PM
G41305,PACIFIC NORTHWEST UNIV OF HEALTH SCIENCE,YAKIMA,WA,98901,7732242273,141,139,0,N,14.6,,Level 1,,,,
G41612,PINCHOT UNIVERSITY,SEATTLE,WA,98104,7735343060,475,375,64,Y,,,Level 2,"57, 72",Blue,,08:45 AM-03:45 PM
3769,BELLEVUE COLLEGE,BELLEVUE,WA,98007,7736453321,696,498,110,Y,,,Level 2+,,,,8:00 am-3:30 pm
3770,BIG BEND COMMUNITY COLLEGE,MOSES LAKE,WA,98837,7735352265,971,667,132,Y,,,Level 1,"55A, 63W",Orange,,07:45 AM-02:45 PM
3771,CENTRAL WASHINGTON UNIVERSITY,ELLENSBURG,WA,98926,7735340490,592,227,38,Y,,,Level 1+,"50, 70",Blue,,07:45 AM-02:45 PM
3772,CENTRALIA COLLEGE,CENTRALIA,WA,98531,7734344575,771,669,15,Y,,,Level 2+,,,,8:00 am-3:30 pm
3773,CLARK COLLEGE,VANCOUVER,WA,98663,7735343560,1193,1103,507,Y,,,Level 1,54,,,07:45 AM-02:45 PM
3774,COLUMBIA BASIN COLLEGE,PASCO,WA,99301,7735355170,601,586,0,Y,40.4,74.4,Level 2,"8A, 9, 103, 108, 112",,Rock Island District (RI),8:00 AM - 3:15 PM
3775,EASTERN WASHINGTON UNIVERSITY,CHENEY,WA,99004,7735344444,452,431,96,Y,,,Level 1+,"70, 82",,,07:45 AM-02:45 PM
3776,EVERETT COMMUNITY COLLEGE,EVERETT,WA,98201,7735347655,395,212,57,Y,,,Level 1,"49, 65, 66",Blue,"Milwaukee District North (MD-N), Milwaukee District West (MD-W), North Central Service (NCS)",08:15 AM-03:15 PM
3777,HERITAGE UNIVERSITY,TOPPENISH,WA,98948,7732520970,417,395,125,Y,29.5,67.9,Level 2+,"53, 77, 56",Blue,,8:30 AM - 3:26 PM
3778,GONZAGA UNIVERSITY,SPOKANE,WA,99258,7735348600,1811,733,19,N,87.3,91.8,Level 1+,"2, 6, 10, 29, 62, 144, 146","Blue, Brown, Pink, Red",Metra Electric District (ME),8:00 am - 3:15 pm
3779,GRAYS HARBOR COLLEGE,ABERDEEN,WA,98520,7735346192,357,353,0,Y,,,Level 1,"20, 126",,,08:00 AM-03:00 PM
3780,GREEN RIVER COMMUNITY COLLEGE,AUBURN,WA,98092,3123481888,851,814,12,Y,81.3,77.4,Level 1,63,,,7:30 AM-4:00 PM
3781,HIGHLINE COMMUNITY COLLEGE,DES MOINES,WA,98198,7735342350,1462,1238,381,N,66.3,72.3,Level 1,"11, 84, 93","Brown, Red",,8:00 AM - 3:16 PM
3782,LOWER COLUMBIA COLLEGE,LONGVIEW,WA,98632,7735344375,876,842,412,Y,,,Level 2+,"53, 73",,,07:45 AM-02:45 PM
3783,NORTHWEST UNIVERSITY,KIRKLAND,WA,98083,7735342680,396,364,143,N,,,Level 1+,"81, 136, 144, 146, 151",Red,,08:45 AM-03:45 PM
3784,OLYMPIC COLLEGE,BREMERTON,WA,98337,7735340210,1031,971,393,Y,,,Level 1,"65, 85",,,08:45 AM-03:45 PM
3785,PACIFIC LUTHERAN UNIVERSITY,TACOMA,WA,98447,7735341480,670,659,5,Y,,,Level 1,"18, 82","Blue, Pink",,09:00 AM-04:00 PM
3786,PENINSULA COLLEGE,PORT ANGELES,WA,98362,7735341198,415,61,24,N,,,Level 1+,"88, 90N",Blue,Union Pacific Northwest (UP-NW),08:45 AM-03:45 PM
3787,SEATTLE CENTRAL COMMUNITY COLLEGE,SEATTLE,WA,98122,7735345070,864,632,297,N,,,Level 1+,82,,,08:45 AM-03:45 PM
3788,SEATTLE PACIFIC UNIVERSITY,SEATTLE,WA,98119,7735351040,275,273,4,Y,,,Level 3,"3, 4, 35",Green,,08:30 AM-03:30 PM
3790,SEATTLE UNIVERSITY,SEATTLE,WA,98122,7735352100,2888,2665,289,N,65.8,76,Level 2+,"53A, 62","Blue, Orange, Red",,7:30 AM-3:40 PM
3791,SHORELINE COMMUNITY COLLEGE,SEATTLE,WA,98133,7739388553,302,279,1,Y,,,Level 2,,,,7:45 AM - 4:00 PM
3792,SKAGIT VALLEY COLLEGE,MOUNT VERNON,WA,98273,7735349000,523,519,8,Y,43.5,71.5,Level 2,"1, 3, 2004",,Metra Electric District (ME),8:00 am-3:16 pm
3793,SPOKANE COMMUNITY COLLEGE,SPOKANE,WA,99207,7735354030,543,489,100,Y,,,Level 2+,79,,SouthWest Service (SWS),08:15 AM-03:15 PM
3794,ST MARTIN'S UNIVERSITY,LACEY,WA,98503,7735345040,969,941,618,Y,,,Level 1,"53, 78",Brown,,08:15 AM-03:15 PM
3796,TACOMA COMMUNITY COLLEGE,TACOMA,WA,98466,7735344125,462,447,195,Y,,,Level 2+,"73, 82",,,08:45 AM-03:45 PM
3797,UNIVERSITY OF PUGET SOUND,TACOMA,WA,98416,7735356240,497,483,178,Y,,,Level 1,,,,8:15 am-3:15 pm
3798,UNIVERSITY OF WASHINGTON,SEATTLE,WA,98195,7735344175,689,665,267,Y,,,Level 1,"72, 82",Blue,,08:45 AM-03:45 PM
3799,WALLA WALLA UNIVERSITY,COLLEGE PLACE,WA,99324,7735355689,351,344,1,Y,,,Level 1+,"34, 106, 115",Red,Metra Electric District (ME),08:15 AM-03:15 PM
3800,WASHINGTON STATE UNIVERSITY,PULLMAN,WA,99164,7735343718,1094,722,300,Y,,,Level 1+,"80, 90",,,"08:00 AM-3:00 PM(PK-4),7:45 AM-2:45 PM(5-8)"
3801,WENATCHEE VALLEY COLLEGE,WENATCHEE,WA,98801,7735341700,588,583,256,Y,,,Level 2,"60, 94, 21, 52",Pink,,08:30 AM-03:30 PM
3802,WESTERN WASHINGTON UNIVERSITY,BELLINGHAM,WA,98225,7735343130,395,365,24,Y,,,Level 1+,"86, 91",,Milwaukee District West (MD-W),08:45 AM-03:45 PM
3803,WHITMAN COLLEGE,WALLA WALLA,WA,99362,7735341665,374,364,18,Y,,,Level 1+,"18, 53",,,7:30 AM-3:30 PM
3804,WHITWORTH UNIVERSITY,SPOKANE,WA,99251,7735347250,293,288,11,Y,,,Level 2,"9, 20","Green, Pink",,9:00 AM-4:00 PM
3805,YAKIMA VALLEY COMMUNITY COLLEGE,YAKIMA,WA,98907,7735340950,847,800,367,Y,,,Level 1+,"53, 56, 77",,,08:15 AM-03:15 PM
5000,PIERCE COLLEGE,LAKEWOOD,WA,98498,7735356360,570,560,147,Y,,,Level 2+,"5, 26, 30, 71, 86",,Metra Electric District (ME),08:15 AM-03:15 PM
5001,EDMONDS COMMUNITY COLLEGE,LYNNWOOD,WA,98036,7735345840,1546,902,175,N,,,Level 1+,"136, 144, 146, 145, 148",,,07:30 AM- 02:30PM
