School ID,School Name,City,State,Zip,Phone,Num of SAT Test Takers,SAT Critical Reading Avg. Score,SAT Math Avg. Score,SAT Writing Avg. Score,Graduation Rate School,College Enrollment Rate School
16210,ART INSTITUTE OF SEATTLE,SEATTLE,WA,98121,7739027800,121,612,660,596,,8.3
16227,BELLINGHAM TECHNICAL COLLEGE,BELLINGHAM,WA,98225,7735357360,32,363,360,351,,
16856,ACADEMY OF HAIR DESIGN (THE),WENATCHEE,WA,98801,7735341455,34,356,376,351,,
17065,BJ'S BEAUTY AND BARBER COLLEGE,TACOMA,WA,98409,7735343080,64,400,419,402,,
21800,NORTHWEST INDIAN COLLEGE,BELLINGHAM,WA,98226,7735355430,35,379,364,379,49.5,29
22229,INTERNATIONAL AIR & HOSPITALITY ACADEMY,VANCOUVER,WA,98661,7735345505,80,404,418,402,,
26021,NORTHWEST COLLEGE OF ART & DESIGN,POULSBO,WA,98370,7735344200,50,368,384,369,69.8,36.2
30521,SEATTLE VOCATIONAL INSTITUTE,SEATTLE,WA,98144,7735355010,114,384,394,388,,
30650,LUCAS MARC ACADEMY,RICHLAND,WA,99352,7735354875,27,353,315,371,,
30718,ITT TECHNICAL INSTITUTE,SPOKANE VALLEY,WA,99216,7735343711,113,438,455,440,,
30990,CORTIVA INSTITUTE - SEATTLE,SEATTLE,WA,98109,7735352376,86,373,412,365,,
31395,MONTESSORI SCHOOLS OF WASHINGTON,EVERETT,WA,98203,7735354590,59,405,391,394,,
32833,NORTHWEST HVAC/R ASSOCIATION & TRAINING,SPOKANE,WA,99207,7735342480,79,382,393,382,,
34835,CASCADIA COMMUNITY COLLEGE,BOTHELL,WA,98011,7735354825,26,382,406,370,,
34904,EMIL FRIES PIANO HOSPITAL & TRAININ,VANCOUVER,WA,98661,7735349200,832,679,735,682,,
36894,FAITH EVANGELICAL COLLEGE & SEMINARY,TACOMA,WA,98407,7735343120,167,443,489,442,,
37243,DIGIPEN INSTITUTE OF TECHNOLOGY,REDMOND,WA,98052,7735347000,25,370,349,351,,
39173,EVERGREEN BEAUTY AND BARBER COLLEGE,EVERETT,WA,98208,7735342695,81,469,472,475,,
41200,SUNNYSIDE BEAUTY ACADEMY,SUNNYSIDE,WA,98944,7735354530,264,407,440,393,,
41272,VICTORIA'S ACADEMY OF COSMETOLOGY,KENNEWICK,WA,99336,7735359091,131,414,425,400,,
41308,CASCADE BEAUTY COLLEGE,AUBURN,WA,98002,7735359040,42,429,404,420,,
41328,INLAND MASSAGE INSTITUTE,SPOKANE,WA,99218,7735352290,66,336,378,344,,
41494,GARY MANUEL AVEDA INSTITUTE,SEATTLE,WA,98122,7735343250,73,391,395,382,,
41550,NORTHWEST SCHOOL OF WOODEN BOAT BUILDING,PORT HADLOCK,WA,98339,7735342760,14,389,371,335,,
41701,SUMMIT SALON ACADEMY,TACOMA,WA,98409,7735344940,78,412,581,431,,
41919,PAUL MITCHELL THE SCHOOL SPOKANE,SPOKANE VALLEY,WA,99037,7735353435,26,368,436,352,,
42236,ACADEMY OF INTERACTIVE ENTERTAINMENT,SEATTLE,WA,98109,7732392037,77,405,423,384,,
42310,STUDIO BEAUTY SCHOOL,SPOKANE,WA,99205,7735347205,56,498,440,477,,
42504,FOSBRE ACADEMY OF HAIR DESIGN,OLYMPIA,WA,98501,7735356694,30,527,508,512,,
42529,INTERNATIONAL BEAUTY EDUCATION CENTER,AIRWAY HEIGHTS,WA,99001,7735354580,33,350,337,345,,
42580,SEATTLE FILM INSTITUTE,SEATTLE,WA,98119,7735342875,121,345,517,343,74.3,65.4
