School ID,School Name,City,State,Zip,Phone,Student Count Total,Student Count Low Income,Student Count English Learners,Dress Code,College Enrollment Rate School,Graduation Rate School,Overall Rating
3774,COLUMBIA BASIN COLLEGE,PASCO,WA,99301,7735355170,601,586,0,Y,40.4,74.4,Level 2
3775,EASTERN WASHINGTON UNIVERSITY,CHENEY,WA,99004,7735344444,452,431,96,Y,,,Level 1+
3776,EVERETT COMMUNITY COLLEGE,EVERETT,WA,98201,7735347655,395,212,57,Y,,,Level 1
3777,HERITAGE UNIVERSITY,TOPPENISH,WA,98948,7732520970,417,395,125,Y,29.5,67.9,Level 2+
3778,GONZAGA UNIVERSITY,SPOKANE,WA,99258,7735348600,1811,733,19,N,87.3,91.8,Level 1+
3779,GRAYS HARBOR COLLEGE,ABERDEEN,WA,98520,7735346192,357,353,0,Y,,,Level 1
3780,GREEN RIVER COMMUNITY COLLEGE,AUBURN,WA,98092,3123481888,851,814,12,Y,81.3,77.4,Level 1
3781,HIGHLINE COMMUNITY COLLEGE,DES MOINES,WA,98198,7735342350,1462,1238,381,N,66.3,72.3,Level 1
3782,LOWER COLUMBIA COLLEGE,LONGVIEW,WA,98632,7735344375,876,842,412,Y,,,Level 2+
3783,NORTHWEST UNIVERSITY,KIRKLAND,WA,98083,7735342680,396,364,143,N,,,Level 1+
3784,OLYMPIC COLLEGE,BREMERTON,WA,98337,7735340210,1031,971,393,Y,,,Level 1
3785,PACIFIC LUTHERAN UNIVERSITY,TACOMA,WA,98447,7735341480,670,659,5,Y,,,Level 1
3786,PENINSULA COLLEGE,PORT ANGELES,WA,98362,7735341198,415,61,24,N,,,Level 1+
3787,SEATTLE CENTRAL COMMUNITY COLLEGE,SEATTLE,WA,98122,7735345070,864,632,297,N,,,Level 1+
3788,SEATTLE PACIFIC UNIVERSITY,SEATTLE,WA,98119,7735351040,275,273,4,Y,,,Level 3
3790,SEATTLE UNIVERSITY,SEATTLE,WA,98122,7735352100,2888,2665,289,N,65.8,76,Level 2+
3791,SHORELINE COMMUNITY COLLEGE,SEATTLE,WA,98133,7739388553,302,279,1,Y,,,Level 2
3792,SKAGIT VALLEY COLLEGE,MOUNT VERNON,WA,98273,7735349000,523,519,8,Y,43.5,71.5,Level 2
3793,SPOKANE COMMUNITY COLLEGE,SPOKANE,WA,99207,7735354030,543,489,100,Y,,,Level 2+
3794,ST MARTIN'S UNIVERSITY,LACEY,WA,98503,7735345040,969,941,618,Y,,,Level 1
3796,TACOMA COMMUNITY COLLEGE,TACOMA,WA,98466,7735344125,462,447,195,Y,,,Level 2+
3797,UNIVERSITY OF PUGET SOUND,TACOMA,WA,98416,7735356240,497,483,178,Y,,,Level 1
3798,UNIVERSITY OF WASHINGTON,SEATTLE,WA,98195,7735344175,689,665,267,Y,,,Level 1
3799,WALLA WALLA UNIVERSITY,COLLEGE PLACE,WA,99324,7735355689,351,344,1,Y,,,Level 1+
3800,WASHINGTON STATE UNIVERSITY,PULLMAN,WA,99164,7735343718,1094,722,300,Y,,,Level 1+
3801,WENATCHEE VALLEY COLLEGE,WENATCHEE,WA,98801,7735341700,588,583,256,Y,,,Level 2
3802,WESTERN WASHINGTON UNIVERSITY,BELLINGHAM,WA,98225,7735343130,395,365,24,Y,,,Level 1+
3803,WHITMAN COLLEGE,WALLA WALLA,WA,99362,7735341665,374,364,18,Y,,,Level 1+
3804,WHITWORTH UNIVERSITY,SPOKANE,WA,99251,7735347250,293,288,11,Y,,,Level 2
3805,YAKIMA VALLEY COMMUNITY COLLEGE,YAKIMA,WA,98907,7735340950,847,800,367,Y,,,Level 1+
5000,PIERCE COLLEGE,LAKEWOOD,WA,98498,7735356360,570,560,147,Y,,,Level 2+
5001,EDMONDS COMMUNITY COLLEGE,LYNNWOOD,WA,98036,7735345840,1546,902,175,N,,,Level 1+
5006,WALLA WALLA COMMUNITY COLLEGE,WALLA WALLA,WA,99362,7735355475,446,432,1,Y,,,Level 2
5372,SOUTH PUGET SOUND COMMUNITY COLLEGE,OLYMPIA,WA,98512,7735351060,250,243,3,Y,,,Level 2+
5373,LAKE WASHINGTON TECHNICAL COLLEGE,KIRKLAND,WA,98034,7735353285,498,484,1,Y,,,Level 2+
8155,EVERGREEN STATE COLLEGE (THE),OLYMPIA,WA,98505,7735355065,523,500,1,Y,,,Level 2+
8443,ITT TECHNICAL INSTITUTE - SEATTLE,SEATTLE,WA,98168,7735344185,459,429,178,Y,,,Level 1+
9387,PERRY TECHNICAL INSTITUTE,YAKIMA,WA,98903,7735354050,1148,1073,430,Y,,,Level 1+
9544,SPOKANE FALLS COMMUNITY COLLEGE,SPOKANE,WA,99224,7735344300,521,503,167,Y,,,Level 2+
9704,NORTH SEATTLE COMMUNITY COLLEGE,SEATTLE,WA,98103,7735352364,460,380,140,Y,,,Level 1+
9706,SOUTH SEATTLE COMMUNITY COLLEGE,SEATTLE,WA,98106,7735357875,849,718,41,Y,,,Level 1+
9739,GLEN DOW ACAD OF HAIR DESIGN,SPOKANE,WA,99201,7735344391,912,677,156,Y,,,Level 1+
10364,WHATCOM COMMUNITY COLLEGE,BELLINGHAM,WA,98226,7735352700,304,293,0,Y,,,Level 1
11481,DIVERS INSTITUTE OF TECHNOLOGY,SEATTLE,WA,98107,7739388565,315,292,0,Y,,,Level 1+
12259,BATES TECHNICAL COLLEGE,TACOMA,WA,98405,7735350829,331,328,3,Y,,,Level 1
12315,CORNISH COLLEGE OF THE ARTS,SEATTLE,WA,98121,7735340866,723,372,40,N,72.6,83.6,Level 1
13022,CITY UNIVERSITY OF SEATTLE,SEATTLE,WA,98121,7735348860,265,226,0,Y,74.6,64.1,Level 2
13822,TONI & GUY HAIRDRESSING ACADEMY,SHORELINE,WA,98133,7735359100,251,219,33,Y,2.1,,Inability to Rate
13926,GENE JUAREZ BEAUTY SCHOOLS,MOUNTLAKE TERRACE,WA,98043,7735350990,466,454,2,Y,,,Level 2+
14001,RENTON TECHNICAL COLLEGE,RENTON,WA,98056,3122265345,633,521,69,Y,77.2,85.6,Level 1+
14396,PAROBA COLLEGE OF COSMETOLOGY,EVERETT,WA,98208,7735353070,316,315,1,Y,,,Level 1+
14618,EVERGREEN BEAUTY AND BARBER COLLEGE,BELLEVUE,WA,98007,7732786895,804,718,31,Y,,,Level 1+
15040,EVEREST COLLEGE - EVERETT WA,EVERETT,WA,98208,7735353843,410,399,2,Y,,,Level 1
15562,STYLEMASTERS COLLEGE OF HAIR DESIGN,LONGVIEW,WA,98632,7735357115,650,638,104,Y,,,Level 1
15817,PROFESSIONAL BEAUTY SCHOOL,YAKIMA,WA,98902,7735355380,374,230,71,Y,,,Level 1+
15984,CLOVER PARK TECHNICAL COLLEGE,LAKEWOOD,WA,98499,7735353315,380,376,2,Y,,,Level 2+
16059,BASTYR UNIVERSITY,KENMORE,WA,98028,7735351204,383,371,2,Y,,,Level 2+
16210,ART INSTITUTE OF SEATTLE,SEATTLE,WA,98121,7739027800,172,158,0,N,8.3,,Inability to Rate
16227,BELLINGHAM TECHNICAL COLLEGE,BELLINGHAM,WA,98225,7735357360,681,659,411,Y,,,Level 1
16856,ACADEMY OF HAIR DESIGN (THE),WENATCHEE,WA,98801,7735341455,1126,1086,458,Y,,,Level 1
17065,BJ'S BEAUTY AND BARBER COLLEGE,TACOMA,WA,98409,7735343080,863,810,461,Y,,,Level 1
21800,NORTHWEST INDIAN COLLEGE,BELLINGHAM,WA,98226,7735355430,233,224,1,Y,29,49.5,Level 2
22229,INTERNATIONAL AIR & HOSPITALITY ACADEMY,VANCOUVER,WA,98661,7735345505,376,154,52,Y,,,Level 1+
26021,NORTHWEST COLLEGE OF ART & DESIGN,POULSBO,WA,98370,7735344200,512,488,159,Y,36.2,69.8,Level 2
30521,SEATTLE VOCATIONAL INSTITUTE,SEATTLE,WA,98144,7735355010,872,644,80,Y,,,Level 1
30650,LUCAS MARC ACADEMY,RICHLAND,WA,99352,7735354875,1532,1446,701,Y,,,Level 2+
30718,ITT TECHNICAL INSTITUTE,SPOKANE VALLEY,WA,99216,7735343711,989,749,216,Y,,,Level 1
30990,CORTIVA INSTITUTE - SEATTLE,SEATTLE,WA,98109,7735352376,356,324,128,Y,,,Level 1+
31395,MONTESSORI SCHOOLS OF WASHINGTON,EVERETT,WA,98203,7735354590,264,256,172,Y,,,Level 2+
32833,NORTHWEST HVAC/R ASSOCIATION & TRAINING,SPOKANE,WA,99207,7735342480,737,664,322,Y,,,Level 1+
34835,CASCADIA COMMUNITY COLLEGE,BOTHELL,WA,98011,7735354825,767,716,229,Y,,,Level 2+
34904,EMIL FRIES PIANO HOSPITAL & TRAININ,VANCOUVER,WA,98661,7735349200,669,609,240,N,,,Level 1+
36894,FAITH EVANGELICAL COLLEGE & SEMINARY,TACOMA,WA,98407,7735343120,1489,1400,488,Y,,,Level 1
37243,DIGIPEN INSTITUTE OF TECHNOLOGY,REDMOND,WA,98052,7735347000,559,212,53,N,,,Level 1+
39173,EVERGREEN BEAUTY AND BARBER COLLEGE,EVERETT,WA,98208,7735342695,683,559,310,N,,,Level 1+
41200,SUNNYSIDE BEAUTY ACADEMY,SUNNYSIDE,WA,98944,7735354530,276,256,90,Y,,,Level 1
41272,VICTORIA'S ACADEMY OF COSMETOLOGY,KENNEWICK,WA,99336,7735359091,608,608,289,Y,,,Level 2+
41308,CASCADE BEAUTY COLLEGE,AUBURN,WA,98002,7735359040,389,388,15,Y,,,Level 1
41328,INLAND MASSAGE INSTITUTE,SPOKANE,WA,99218,7735352290,1152,970,185,Y,,,Level 1+
41494,GARY MANUEL AVEDA INSTITUTE,SEATTLE,WA,98122,7735343250,498,480,129,Y,,,Level 2
41550,NORTHWEST SCHOOL OF WOODEN BOAT BUILDING,PORT HADLOCK,WA,98339,7735342760,688,612,396,Y,,,Level 1
41701,SUMMIT SALON ACADEMY,TACOMA,WA,98409,7735344940,632,614,206,Y,,,Level 2+
41919,PAUL MITCHELL THE SCHOOL SPOKANE,SPOKANE VALLEY,WA,99037,7735353435,294,269,3,Y,,,Level 2+
42236,ACADEMY OF INTERACTIVE ENTERTAINMENT,SEATTLE,WA,98109,7732392037,136,126,0,N,,,Level 2
42310,STUDIO BEAUTY SCHOOL,SPOKANE,WA,99205,7735347205,497,475,279,Y,,,Level 1+
42504,FOSBRE ACADEMY OF HAIR DESIGN,OLYMPIA,WA,98501,7735356694,381,369,39,N,,,Level 2
42529,INTERNATIONAL BEAUTY EDUCATION CENTER,AIRWAY HEIGHTS,WA,99001,7735354580,446,434,186,Y,,,Level 1+
42580,SEATTLE FILM INSTITUTE,SEATTLE,WA,98119,7735342875,290,281,29,N,65.4,74.3,Level 2+
