SchoolCode,SchoolName,City,StateCode,ZipCode,Student Count Black,Student Count Hispanic,Student Count White,Student Count Asian,Student Count Native American,men total,women total,Total
5006,WALLA WALLA COMMUNITY COLLEGE,WALLA WALLA,WA,99362,1662,2217,1108,3325,2771,4400,6689,11086
5372,SOUTH PUGET SOUND COMMUNITY COLLEGE,OLYMPIA,WA,98512,4092,5457,2728,8185,6821,13759,13528,27285
5373,LAKE WASHINGTON TECHNICAL COLLEGE,KIRKLAND,WA,98034,4092,5457,2728,8185,6821,13759,13528,27285
8155,EVERGREEN STATE COLLEGE (THE),OLYMPIA,WA,98505,4092,5457,2728,8185,6821,13759,13528,27285
8443,ITT TECHNICAL INSTITUTE - SEATTLE,SEATTLE,WA,98168,4092,5457,2728,8185,6821,13759,13528,27285
9387,PERRY TECHNICAL INSTITUTE,YAKIMA,WA,98903,4092,5457,2728,8185,6821,13759,13528,27285
9544,SPOKANE FALLS COMMUNITY COLLEGE,SPOKANE,WA,99224,447,596,298,894,745,1338,1646,2982
9704,NORTH SEATTLE COMMUNITY COLLEGE,SEATTLE,WA,98103,627,836,418,1254,1045,1663,2521,4182
9706,SOUTH SEATTLE COMMUNITY COLLEGE,SEATTLE,WA,98106,1781,2375,1187,3562,2968,4487,7391,11875
9739,GLEN DOW ACAD OF HAIR DESIGN,SPOKANE,WA,99201,1222,1630,815,2445,2037,4092,4061,8150
10364,WHATCOM COMMUNITY COLLEGE,BELLINGHAM,WA,98226,1222,1630,815,2445,2037,4092,4061,8150
11481,DIVERS INSTITUTE OF TECHNOLOGY,SEATTLE,WA,98107,3,5,2,7,6,2,27,26
12259,BATES TECHNICAL COLLEGE,TACOMA,WA,98405,4,6,3,9,7,1,31,30
12315,CORNISH COLLEGE OF THE ARTS,SEATTLE,WA,98121,4023,5364,2682,8046,6705,11525,15300,26823
13022,CITY UNIVERSITY OF SEATTLE,SEATTLE,WA,98121,3159,4212,2106,6318,5265,9178,11883,21060
13822,TONI & GUY HAIRDRESSING ACADEMY,SHORELINE,WA,98133,216,288,144,432,360,652,792,1442
13926,GENE JUAREZ BEAUTY SCHOOLS,MOUNTLAKE TERRACE,WA,98043,0,0,0,0,0,,,0
14001,RENTON TECHNICAL COLLEGE,RENTON,WA,98056,324,432,216,648,540,719,1441,2160
14396,PAROBA COLLEGE OF COSMETOLOGY,EVERETT,WA,98208,187,250,125,375,313,580,674,1252
14618,EVERGREEN BEAUTY AND BARBER COLLEGE,BELLEVUE,WA,98007,673,897,448,1346,1122,1937,2553,4489
15040,EVEREST COLLEGE - EVERETT WA,EVERETT,WA,98208,450,600,300,900,750,1242,1759,3000
15562,STYLEMASTERS COLLEGE OF HAIR DESIGN,LONGVIEW,WA,98632,82,110,55,165,138,231,324,553
15817,PROFESSIONAL BEAUTY SCHOOL,YAKIMA,WA,98902,702,936,468,1404,1170,1293,3390,4680
15984,CLOVER PARK TECHNICAL COLLEGE,LAKEWOOD,WA,98499,44,59,29,88,73,9,288,295
16059,BASTYR UNIVERSITY,KENMORE,WA,98028,114,153,76,229,191,114,655,766
16210,ART INSTITUTE OF SEATTLE,SEATTLE,WA,98121,913,1218,609,1827,1523,1653,4441,6092
16227,BELLINGHAM TECHNICAL COLLEGE,BELLINGHAM,WA,98225,54,72,36,108,90,42,321,360
16856,ACADEMY OF HAIR DESIGN (THE),WENATCHEE,WA,98801,24,32,16,48,40,22,140,160
17065,BJ'S BEAUTY AND BARBER COLLEGE,TACOMA,WA,98409,85,113,56,170,142,88,482,569
21800,NORTHWEST INDIAN COLLEGE,BELLINGHAM,WA,98226,22,29,14,44,37,82,69,149
22229,INTERNATIONAL AIR & HOSPITALITY ACADEMY,VANCOUVER,WA,98661,8,11,5,16,13,6,51,55
26021,NORTHWEST COLLEGE OF ART & DESIGN,POULSBO,WA,98370,1249,1666,833,2499,2082,3279,5054,8330
30521,SEATTLE VOCATIONAL INSTITUTE,SEATTLE,WA,98144,1249,1666,833,2499,2082,3279,5054,8330
30650,LUCAS MARC ACADEMY,RICHLAND,WA,99352,258,344,172,516,430,667,1054,1720
30718,ITT TECHNICAL INSTITUTE,SPOKANE VALLEY,WA,99216,3550,4733,2366,7100,5917,10090,13581,23669
30990,CORTIVA INSTITUTE - SEATTLE,SEATTLE,WA,98109,86,115,57,172,143,97,481,575
31395,MONTESSORI SCHOOLS OF WASHINGTON,EVERETT,WA,98203,1041,1388,694,2082,1735,2859,4084,6940
32833,NORTHWEST HVAC/R ASSOCIATION & TRAINING,SPOKANE,WA,99207,1041,1388,694,2082,1735,2859,4084,6940
34835,CASCADIA COMMUNITY COLLEGE,BOTHELL,WA,98011,177,236,118,354,295,623,561,1182
34904,EMIL FRIES PIANO HOSPITAL & TRAININ,VANCOUVER,WA,98661,813,1084,542,1626,1355,1717,3706,5420
36894,FAITH EVANGELICAL COLLEGE & SEMINARY,TACOMA,WA,98407,813,1084,542,1626,1355,1717,3706,5420
37243,DIGIPEN INSTITUTE OF TECHNOLOGY,REDMOND,WA,98052,458,610,305,916,763,1498,1558,3054
39173,EVERGREEN BEAUTY AND BARBER COLLEGE,EVERETT,WA,98208,222,296,148,444,370,313,1170,1480
41200,SUNNYSIDE BEAUTY ACADEMY,SUNNYSIDE,WA,98944,82,110,55,165,138,185,370,553
41272,VICTORIA'S ACADEMY OF COSMETOLOGY,KENNEWICK,WA,99336,1514,2018,1009,3028,2523,4165,5931,10094
41308,CASCADE BEAUTY COLLEGE,AUBURN,WA,98002,32,42,21,64,53,29,187,214
41328,INLAND MASSAGE INSTITUTE,SPOKANE,WA,99218,7,10,5,15,12,2,51,50
41494,GARY MANUEL AVEDA INSTITUTE,SEATTLE,WA,98122,106,142,71,213,177,443,270,710
41550,NORTHWEST SCHOOL OF WOODEN BOAT BUILDING,PORT HADLOCK,WA,98339,16,21,10,32,27,5,105,109
41701,SUMMIT SALON ACADEMY,TACOMA,WA,98409,205,273,136,410,342,238,1132,1369
41919,PAUL MITCHELL THE SCHOOL SPOKANE,SPOKANE VALLEY,WA,99037,36,48,24,72,60,228,14,240
42236,ACADEMY OF INTERACTIVE ENTERTAINMENT,SEATTLE,WA,98109,441,589,294,883,736,337,2612,2946
42310,STUDIO BEAUTY SCHOOL,SPOKANE,WA,99205,48,64,32,96,80,24,298,320
42504,FOSBRE ACADEMY OF HAIR DESIGN,OLYMPIA,WA,98501,37,50,25,75,62,84,168,250
42529,INTERNATIONAL BEAUTY EDUCATION CENTER,AIRWAY HEIGHTS,WA,99001,1472,1963,981,2944,2453,4421,5396,9815
42580,SEATTLE FILM INSTITUTE,SEATTLE,WA,98119,310,413,206,620,517,111,1959,2069
